1.529,22.0,5.5,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0
0.662,131.0,10.068,0.0,292.0,0.0,0.64,0.0,2.59,0.0,1.0
1.529,22.0,5.5,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0
0.662,131.0,10.068,0.0,292.0,0.0,0.64,0.0,2.59,0.0,1.0
1.529,22.0,5.5,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0
0.462,22.0,5.793,0.0,168.0,0.0,0.79,0.0,1.58,0.0,1.0
1.529,22.0,5.5,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,60.0,6.166,1.96,74.0,0.0,0.0,0.0,3.92,1.96,1.0
1.907,7.0,1.285,0.0,36.0,0.0,2.46,0.0,0.0,2.46,1.0
0.0,27.0,2.913,0.0,67.0,0.0,0.0,0.0,2.38,0.0,1.0
0.0,79.0,3.836,0.76,211.0,0.177,0.0,0.38,1.52,0.76,1.0
0.0,6.0,1.238,0.95,78.0,0.0,0.0,0.95,0.95,0.0,1.0
0.0,38.0,4.155,1.38,507.0,0.119,0.25,0.88,2.9,0.12,1.0
0.542,19.0,1.972,1.53,146.0,0.0,0.51,0.51,1.53,0.0,1.0
0.054,96.0,2.37,0.75,588.0,0.118,0.0,0.1,1.55,0.0,1.0
0.054,96.0,2.379,0.75,583.0,0.118,0.0,0.1,1.55,0.0,1.0
0.542,304.0,102.666,5.12,308.0,0.0,0.0,1.28,2.56,2.56,1.0
1.158,140.0,4.875,1.67,195.0,0.331,0.55,2.23,3.91,1.11,1.0
0.054,96.0,2.37,0.75,588.0,0.118,0.0,0.1,1.55,0.0,1.0
0.054,96.0,2.379,0.75,583.0,0.118,0.0,0.1,1.55,0.0,1.0
0.335,595.0,7.202,1.34,2413.0,1.281,0.23,0.15,3.08,0.0,1.0
0.271,149.0,5.709,0.64,982.0,0.024,0.16,0.32,0.16,0.16,1.0
0.092,49.0,2.074,0.61,278.0,0.322,0.0,0.92,0.3,0.3,1.0
1.194,101.0,5.567,3.69,657.0,0.054,0.0,0.33,2.18,0.33,1.0
0.089,53.0,3.416,3.03,164.0,0.178,0.0,1.51,4.04,0.0,1.0
0.427,33.0,10.0,1.19,170.0,0.0,0.0,0.0,4.76,0.59,1.0
0.706,13.0,1.838,2.0,114.0,0.212,0.0,1.6,4.0,0.4,1.0
0.97,335.0,32.142,2.48,450.0,0.149,0.41,0.0,7.05,0.0,1.0
0.598,78.0,4.523,1.52,285.0,0.179,0.38,0.76,3.04,0.38,1.0
0.121,12.0,1.979,2.0,95.0,0.0,0.4,0.4,4.0,0.4,1.0
0.606,19.0,2.36,1.12,144.0,0.0,0.56,0.56,2.25,0.0,1.0
0.299,24.0,1.891,0.47,174.0,0.174,0.0,1.44,1.6,0.16,1.0
0.215,25.0,4.0,0.0,76.0,0.431,0.0,0.0,0.0,0.0,1.0
0.16,31.0,2.128,0.78,730.0,0.16,0.98,0.19,0.59,0.0,1.0
0.16,31.0,2.128,0.78,730.0,0.16,0.98,0.19,0.59,0.0,1.0
0.12,21.0,5.428,0.33,304.0,0.541,0.66,0.66,2.33,0.0,1.0
0.0,2.0,1.1,1.49,11.0,0.0,2.98,1.49,0.0,0.0,1.0
0.0,11.0,1.769,0.82,69.0,0.0,0.82,1.65,1.65,0.0,1.0
0.12,21.0,5.428,0.33,304.0,0.541,0.66,0.66,2.33,0.0,1.0
0.558,23.0,3.272,0.0,36.0,0.279,0.0,0.0,1.58,1.58,1.0
0.335,595.0,7.202,1.34,2413.0,1.281,0.23,0.15,3.08,0.0,1.0
0.558,23.0,3.272,0.0,36.0,0.279,0.0,0.0,1.58,1.58,1.0
0.715,2.0,1.181,1.38,13.0,0.0,2.77,0.0,4.16,0.0,1.0
0.215,27.0,4.277,0.0,77.0,0.431,0.0,0.0,0.0,0.0,1.0
0.12,21.0,5.428,0.33,304.0,0.541,0.66,0.66,2.33,0.0,1.0
0.865,132.0,5.133,0.43,1001.0,0.023,0.14,0.29,0.58,0.14,1.0
0.063,35.0,2.562,1.09,123.0,0.126,0.0,0.0,0.72,0.0,1.0
0.565,18.0,1.617,2.44,131.0,0.121,0.81,0.81,2.17,0.0,1.0
0.261,19.0,1.461,1.17,114.0,0.0,0.0,0.0,3.13,0.0,1.0
1.32,140.0,5.135,1.69,190.0,0.33,0.56,2.25,3.95,1.12,1.0
0.2,3.0,1.064,1.35,33.0,0.0,0.0,2.7,4.05,0.0,1.0
1.055,16.0,2.033,0.62,120.0,0.0,0.62,0.62,1.24,0.0,1.0
0.484,19.0,1.796,0.67,203.0,0.0,0.33,0.33,2.02,0.0,1.0
0.0,11.0,2.375,2.38,38.0,0.0,4.76,0.0,4.76,0.0,1.0
0.117,186.0,48.5,3.94,291.0,0.117,0.0,1.31,1.31,1.31,1.0
0.135,46.0,5.571,0.9,117.0,0.0,0.45,1.36,1.81,0.45,1.0
1.088,107.0,5.714,0.85,200.0,0.0,0.0,0.85,0.85,0.0,1.0
0.0,99.0,7.313,0.27,607.0,0.185,0.0,0.27,0.27,0.0,1.0
0.146,99.0,6.233,0.43,642.0,0.146,0.43,0.43,0.21,0.0,1.0
0.081,12.0,3.4,2.31,102.0,0.816,0.0,0.0,2.77,0.0,1.0
0.265,38.0,3.121,1.31,437.0,0.0,0.87,0.29,3.66,0.0,1.0
0.0,13.0,3.131,1.03,119.0,0.0,0.68,0.0,1.03,0.34,1.0
0.081,12.0,3.4,2.31,102.0,0.816,0.0,0.0,2.77,0.0,1.0
0.517,22.0,3.363,1.86,111.0,0.0,0.0,0.0,5.59,0.62,1.0
0.0,34.0,4.5,0.0,108.0,0.0,0.0,2.1,0.0,1.05,1.0
0.7,61.0,3.768,1.06,260.0,0.0,0.35,0.35,1.77,0.0,1.0
0.567,132.0,5.425,0.76,944.0,0.024,0.15,0.3,0.15,0.15,1.0
0.518,33.0,10.117,1.15,172.0,0.0,0.0,0.0,4.62,0.57,1.0
0.31,71.0,5.549,1.05,566.0,0.0,0.79,0.26,1.32,0.26,1.0
0.095,48.0,4.07,3.17,574.0,0.013,0.0,0.42,1.2,0.08,1.0
0.892,19.0,2.0,1.5,172.0,0.0,0.5,0.5,2.5,0.0,1.0
1.443,16.0,1.969,0.54,130.0,0.0,0.54,0.54,1.64,0.0,1.0
0.889,15.0,2.13,0.78,49.0,0.0,0.0,0.0,3.12,0.0,1.0
0.968,18.0,2.179,1.02,85.0,0.0,0.0,0.0,4.08,0.0,1.0
0.0,2.0,1.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
0.944,28.0,2.451,1.79,152.0,0.145,0.44,0.89,4.03,0.0,1.0
0.583,121.0,4.024,1.32,326.0,0.0,0.33,0.33,2.64,0.0,1.0
0.969,18.0,2.179,1.02,85.0,0.0,0.0,0.0,4.08,0.0,1.0
0.258,300.0,5.297,0.77,694.0,0.258,0.08,0.08,3.01,0.08,1.0
0.259,62.0,3.335,0.78,537.0,0.259,0.08,0.08,3.03,0.08,1.0
0.835,107.0,5.114,0.87,179.0,0.0,0.0,0.87,0.87,0.0,1.0
1.083,28.0,2.428,1.78,153.0,0.144,0.44,0.89,4.46,0.0,1.0
0.118,7.0,1.307,0.0,68.0,0.0,0.0,0.0,2.53,0.0,1.0
1.754,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
0.032,14.0,1.364,0.53,303.0,0.14,0.05,0.11,1.19,0.0,1.0
0.0,60.0,9.428,0.0,66.0,0.0,3.12,6.25,6.25,3.12,1.0
0.28,85.0,2.823,1.59,240.0,0.186,1.59,0.53,6.91,0.0,1.0
0.135,46.0,4.0,1.4,96.0,0.0,0.46,1.4,1.87,0.93,1.0
0.0,5.0,1.416,2.82,51.0,0.0,2.25,0.56,2.25,1.12,1.0
0.83,43.0,3.215,5.29,164.0,0.069,0.0,0.66,5.29,0.0,1.0
1.192,12.0,1.463,2.41,101.0,0.0,1.61,0.8,0.8,0.0,1.0
0.585,132.0,5.02,0.58,979.0,0.046,0.14,0.29,0.43,0.14,1.0
0.095,48.0,4.07,3.17,574.0,0.013,0.0,0.42,1.2,0.08,1.0
0.294,11.0,2.333,0.81,63.0,0.147,0.0,0.0,1.63,0.0,1.0
1.18,68.0,5.323,1.08,181.0,0.252,0.54,0.54,4.32,1.08,1.0
0.108,48.0,4.07,3.17,574.0,0.013,0.0,0.42,1.2,0.08,1.0
1.183,68.0,5.454,1.07,180.0,0.253,0.53,0.53,4.3,1.07,1.0
0.067,17.0,2.676,1.03,91.0,0.0,2.07,0.0,1.03,0.51,1.0
1.045,140.0,5.047,1.64,212.0,0.321,0.54,2.19,3.84,1.09,1.0
0.985,78.0,3.923,1.15,255.0,0.184,0.38,1.15,2.7,0.0,1.0
0.869,78.0,4.0,1.17,256.0,0.186,0.39,1.17,2.73,0.0,1.0
0.915,47.0,3.891,4.76,144.0,0.0,0.0,0.43,1.29,0.86,1.0
0.187,30.0,3.184,0.68,363.0,0.112,0.0,0.68,1.83,0.0,1.0
0.615,19.0,2.403,1.12,137.0,0.0,0.56,0.56,2.25,0.0,1.0
0.893,16.0,2.122,0.55,121.0,0.0,0.55,0.55,1.67,0.0,1.0
0.816,43.0,3.173,4.6,165.0,0.068,0.0,0.65,5.26,0.0,1.0
0.353,13.0,2.25,1.23,81.0,0.0,0.0,0.0,2.46,0.61,1.0
0.563,1038.0,86.65,3.33,1733.0,0.15,0.44,1.77,3.33,0.44,1.0
0.287,62.0,3.314,0.94,537.0,0.223,0.08,0.08,3.0,0.08,1.0
0.0,11.0,3.812,2.08,61.0,0.0,2.08,0.0,2.08,1.04,1.0
0.202,223.0,29.125,5.33,233.0,1.417,0.0,0.0,1.33,1.33,1.0
1.182,68.0,5.454,1.08,180.0,0.253,0.54,0.54,4.32,1.08,1.0
0.08,18.0,2.111,0.62,57.0,0.0,0.0,2.5,3.12,0.0,1.0
0.165,41.0,6.266,2.72,94.0,0.165,0.9,0.0,3.63,0.0,1.0
0.0,20.0,1.423,0.02,965.0,0.022,0.05,0.25,0.05,0.0,1.0
0.0,20.0,1.423,0.02,965.0,0.022,0.05,0.25,0.05,0.0,1.0
0.212,583.0,6.815,1.16,1329.0,0.185,0.62,0.35,2.5,0.53,1.0
0.468,61.0,3.315,0.48,242.0,0.267,0.96,0.96,1.44,0.0,1.0
0.081,12.0,3.4,2.31,102.0,0.816,0.0,0.0,2.77,0.0,1.0
0.366,12.0,1.895,1.37,91.0,0.061,0.68,1.03,5.86,0.68,1.0
0.633,363.0,9.043,0.72,841.0,0.063,0.72,0.18,2.7,0.0,1.0
0.779,49.0,2.689,1.57,476.0,0.021,1.57,0.39,2.61,0.39,1.0
0.0,10.0,1.537,3.25,143.0,0.157,0.32,0.65,2.28,0.32,1.0
0.0,10.0,1.537,3.24,143.0,0.159,0.32,0.64,2.27,0.32,1.0
0.258,43.0,3.112,3.14,305.0,0.032,0.59,0.19,4.52,0.0,1.0
0.188,30.0,3.105,0.69,354.0,0.112,0.0,0.69,1.84,0.0,1.0
1.094,16.0,2.021,0.71,95.0,0.0,0.71,0.71,1.42,0.0,1.0
0.0,140.0,13.0,2.98,156.0,0.171,1.49,0.0,0.0,2.98,1.0
0.884,47.0,5.328,0.0,1087.0,0.752,0.5,0.33,0.66,0.16,1.0
0.683,19.0,2.338,1.1,145.0,0.0,0.55,0.55,2.2,0.0,1.0
0.773,132.0,6.586,0.98,955.0,0.08,0.16,0.32,0.32,0.16,1.0
0.0,13.0,1.543,0.36,88.0,0.0,0.0,1.81,0.72,0.0,1.0
1.113,418.0,173.0,2.54,519.0,0.278,10.16,0.0,0.84,1.69,1.0
0.0,3.0,1.103,0.64,32.0,0.0,0.0,0.0,1.29,0.0,1.0
0.0,3.0,1.103,0.64,32.0,0.0,0.0,0.0,1.29,0.0,1.0
0.088,48.0,4.16,3.14,1140.0,0.013,0.0,0.43,1.2,0.08,1.0
0.471,147.0,15.08,1.09,377.0,0.0,0.0,1.09,3.27,2.18,1.0
0.0,42.0,7.17,0.85,294.0,0.082,0.85,0.0,4.7,0.0,1.0
1.806,5.0,1.293,2.1,75.0,0.0,1.05,0.0,0.0,0.0,1.0
0.129,71.0,7.258,1.12,617.0,0.193,0.22,0.22,1.35,0.0,1.0
0.479,147.0,16.739,1.11,385.0,0.0,0.0,1.11,3.35,2.23,1.0
0.814,15.0,2.6,0.0,39.0,0.0,0.0,0.0,4.49,0.0,1.0
0.0,10.0,1.494,3.26,139.0,0.158,0.32,0.65,2.28,0.32,1.0
0.937,116.0,11.888,3.59,214.0,0.0,0.0,0.71,1.43,0.0,1.0
0.479,147.0,16.739,1.11,385.0,0.0,0.0,1.11,3.35,2.23,1.0
0.145,10.0,1.823,2.15,62.0,0.437,2.15,0.0,0.0,1.07,1.0
0.461,61.0,3.493,0.47,255.0,0.263,0.95,0.95,1.42,0.0,1.0
0.862,51.0,5.423,0.0,1128.0,0.707,1.11,0.31,0.79,0.15,1.0
0.0,21.0,2.5,0.39,130.0,0.0,0.0,0.0,0.39,0.0,1.0
2.766,25.0,5.607,1.53,157.0,0.829,0.0,0.0,2.3,0.0,1.0
0.39,119.0,5.594,0.73,1561.0,0.097,0.48,1.38,3.5,0.08,1.0
0.75,94.0,3.401,1.04,966.0,0.305,1.11,0.27,2.37,0.0,1.0
0.75,94.0,3.401,0.97,966.0,0.305,1.11,0.27,2.23,0.0,1.0
2.453,26.0,4.153,0.0,54.0,0.0,4.0,0.0,0.0,0.0,1.0
0.931,117.0,12.055,3.57,217.0,0.0,0.0,0.71,1.42,0.0,1.0
1.62,22.0,2.604,2.4,125.0,0.347,0.8,1.6,1.6,0.0,1.0
0.0,50.0,2.195,3.3,202.0,0.162,0.33,0.99,1.98,0.33,1.0
0.159,44.0,3.456,1.85,802.0,0.159,0.0,0.51,3.55,0.07,1.0
0.0,50.0,2.195,3.3,202.0,0.161,0.33,0.99,1.98,0.33,1.0
0.862,51.0,5.423,0.0,1128.0,0.707,1.11,0.31,0.79,0.15,1.0
0.043,14.0,1.741,0.93,155.0,0.0,0.31,1.24,2.48,0.0,1.0
0.665,132.0,6.294,0.86,963.0,0.083,0.17,0.34,0.17,0.17,1.0
0.271,26.0,3.257,1.58,114.0,0.135,0.79,0.0,3.17,0.0,1.0
0.204,73.0,2.962,0.88,400.0,0.127,0.14,0.0,2.35,0.0,1.0
0.784,39.0,5.687,3.33,91.0,0.0,0.0,1.11,2.22,0.0,1.0
0.203,34.0,2.866,1.5,129.0,0.203,0.25,0.0,2.5,0.0,1.0
0.09,9.0,1.829,2.92,75.0,0.09,0.58,2.33,2.92,1.16,1.0
0.204,73.0,2.962,0.88,400.0,0.127,0.14,0.0,2.35,0.0,1.0
0.204,73.0,2.962,0.88,400.0,0.127,0.14,0.0,2.35,0.0,1.0
0.829,8.0,2.529,0.0,86.0,0.0,0.58,1.17,1.76,0.58,1.0
0.041,32.0,3.181,1.01,210.0,0.124,0.0,0.75,3.29,0.0,1.0
0.0,60.0,9.428,0.0,66.0,0.0,0.0,6.25,6.25,3.12,1.0
0.487,147.0,16.217,1.14,373.0,0.0,0.0,1.14,3.42,2.28,1.0
0.085,39.0,3.564,0.7,417.0,0.057,0.0,0.0,0.88,0.17,1.0
0.401,61.0,3.459,0.47,256.0,0.267,0.95,0.95,1.42,0.0,1.0
0.487,147.0,16.217,1.14,373.0,0.0,0.0,1.14,3.42,2.28,1.0
0.315,149.0,6.364,0.51,942.0,0.0,0.17,0.34,0.34,0.17,1.0
0.487,147.0,16.217,1.14,373.0,0.0,0.0,1.14,3.42,2.28,1.0
0.54,140.0,14.818,1.63,163.0,0.18,1.63,0.0,0.0,3.27,1.0
0.764,45.0,4.979,0.0,1200.0,0.784,0.87,0.29,0.58,0.14,1.0
0.632,132.0,6.789,0.95,869.0,0.03,0.19,0.38,0.19,0.19,1.0
1.453,64.0,3.946,2.62,513.0,0.129,0.4,0.2,2.21,0.2,1.0
0.531,28.0,2.9,2.75,87.0,0.0,0.0,0.0,0.91,0.0,1.0
0.732,45.0,5.058,0.0,1128.0,0.753,0.92,0.3,0.61,0.15,1.0
0.867,20.0,2.22,0.0,131.0,0.0,0.52,0.52,1.56,0.0,1.0
1.117,7.0,1.206,1.28,117.0,0.0,0.42,0.42,2.14,0.0,1.0
0.01,12.0,1.733,1.15,442.0,0.167,0.0,1.57,4.48,0.06,1.0
0.785,92.0,4.064,2.92,817.0,0.065,0.1,0.2,2.4,0.2,1.0
0.841,295.0,24.785,0.9,347.0,0.21,5.4,0.0,1.8,5.4,1.0
1.158,63.0,5.163,4.12,599.0,0.057,0.0,0.53,1.97,0.17,1.0
0.348,119.0,5.392,0.77,1456.0,0.103,0.51,1.46,3.43,0.08,1.0
0.841,52.0,1.862,1.84,285.0,0.036,0.0,1.15,2.76,0.23,1.0
0.0,15.0,1.206,0.06,240.0,0.032,0.0,0.78,0.32,0.0,1.0
0.702,47.0,6.487,1.05,266.0,0.263,1.05,0.0,3.7,0.0,1.0
0.0,10.0,1.494,3.24,139.0,0.157,0.32,0.64,2.27,0.32,1.0
0.715,22.0,2.345,5.97,129.0,0.318,0.54,1.63,2.17,0.0,1.0
0.759,16.0,2.0,3.27,36.0,0.253,1.63,0.0,3.27,0.0,1.0
0.242,35.0,2.623,0.94,244.0,0.107,0.0,0.0,2.45,0.0,1.0
0.411,60.0,2.917,2.82,213.0,0.0,0.7,0.35,5.3,0.35,1.0
0.0,6.0,1.888,2.06,68.0,0.0,0.0,1.03,4.13,2.41,1.0
0.295,34.0,2.542,0.94,239.0,0.107,0.0,0.0,2.45,0.0,1.0
0.551,22.0,2.333,3.2,119.0,0.459,0.64,1.28,1.28,0.64,1.0
0.0,10.0,1.494,3.26,139.0,0.159,0.32,0.65,2.28,0.32,1.0
0.554,22.0,2.333,2.56,119.0,0.369,0.64,1.28,1.28,0.64,1.0
0.07,23.0,2.616,0.0,191.0,0.07,0.18,0.0,0.94,0.0,1.0
0.532,28.0,2.9,2.75,87.0,0.0,0.0,0.0,0.91,0.0,1.0
0.309,11.0,1.333,1.81,56.0,0.0,0.0,0.0,0.0,0.0,1.0
0.129,46.0,5.8,0.86,116.0,0.0,0.43,1.29,1.72,0.43,1.0
1.133,6.0,1.2,1.3,114.0,0.0,0.43,0.43,2.17,0.0,1.0
0.718,61.0,3.718,1.03,264.0,0.0,0.34,0.34,1.72,0.0,1.0
0.906,52.0,5.289,0.0,1116.0,0.663,1.64,0.16,0.82,0.16,1.0
0.01,12.0,1.74,1.09,442.0,0.167,0.0,1.57,4.49,0.06,1.0
0.322,48.0,2.576,0.58,389.0,0.094,0.46,0.58,0.58,0.11,1.0
1.284,5.0,1.357,0.0,19.0,0.0,0.0,0.0,2.46,0.0,1.0
0.672,31.0,4.35,0.0,87.0,0.269,0.0,0.91,0.0,0.91,1.0
